time	peer	dir	hex	kind	name	detail
2026-09-18T11:00:22.464	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:22.465	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:22.481	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:22.481	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:22.490	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:22.490	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:22.500	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:22.500	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:22.510	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
2026-09-18T11:00:22.510	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:22.520	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:22.521	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:22.530	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:22.531	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:22.540	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:22.541	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:22.549	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:22.551	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:22.560	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:22.560	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:22.569	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:22.570	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:25.595	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:25.595	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:25.609	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:25.610	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:25.626	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:25.626	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:25.648	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:25.648	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:25.670	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
2026-09-18T11:00:25.670	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:25.694	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:25.694	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:25.710	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:25.710	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:25.730	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:25.731	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:25.755	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:25.756	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:25.775	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:25.775	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:25.798	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:25.798	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:28.747	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:28.748	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:28.764	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:28.764	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:28.774	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:28.775	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:28.785	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:28.786	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:28.795	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
